CO,NO2,Temperature,Humidity
7.69,45.11,22.41,81.27
8.43,55.77,25.64,72.22
6.62,81.37,23.27,37.16
7.84,75.48,18.45,45.53
3.02,58.55,23.95,75.93
7.11,87.32,31.01,32.68
1.08,26.4,14.69,99.18
3.97,81.82,37.21,14.73
5.86,32.7,25.32,58.87
4.44,33.59,26.46,15.38
8.29,25.67,34.23,67.93
1.36,49.2,37.02,51.89
1.07,68.37,15.91,56.19
5.84,8.28,9.6,66.66
5.44,13.7,20.97,78.46
0.19,94.52,11.29,22.93
5.09,57.46,30.26,30.02
9.86,20.03,23.8,44.29
7.93,74.47,23.87,97.9
1.55,76.39,16.81,93.38
6.44,25.74,23.43,50.75
6.41,14.55,30.34,28.28
6.64,59.93,3.09,39.59
8.66,84.5,13.65,57.23
7.97,81.12,5.34,89.39
5.06,7.44,7.02,28.29
1.14,72.93,14.5,20.43
7.58,50.78,32.03,23.06
6.66,31.43,23.08,69.7
1.61,60.68,39.04,49.22
3.42,40.77,31.09,27.6
3.65,41.06,13.53,54.95
9.85,22.95,32.42,47.6
3.2,25.99,3.61,49.04
8.68,75.13,14.91,19.04
4.75,22.16,5.12,36.81
6.41,75.56,5.03,81.63
9.17,28.29,38.38,21.2
3.12,87.78,14.16,81.2
0.17,77.09,17.1,83.57
2.12,47.76,32.8,80.16
4.47,85.1,38.43,73.54
6.02,31.64,5.64,51.51
9.24,15.97,24.43,26.22
3.82,7.71,25.56,84.66
7.25,97.1,35.98,64.27
3.53,58.75,17.96,23.27
6.11,49.19,14.14,87.37
3.89,50.5,11.82,61.62
9.75,6.63,17.77,35.43
2.16,74.68,38.55,44.55
0.37,63.08,1.07,63.16
6.03,52.0,3.5,89.23
7.67,56.95,28.58,81.48
1.2,42.23,16.66,93.94
1.58,58.33,4.61,63.33
2.35,48.62,16.89,23.51
5.13,60.76,3.2,65.94
0.89,82.39,9.11,81.97
6.08,33.91,2.96,36.55
7.13,10.3,0.63,29.1
5.15,64.24,13.97,31.91
0.73,57.78,22.16,67.63
3.62,81.25,27.58,37.83
4.15,79.62,39.31,94.42
7.73,13.11,30.16,29.18
7.66,6.65,31.33,58.53
6.68,51.49,25.35,25.25
9.58,38.69,17.56,87.18
1.65,27.6,8.77,70.11
8.31,26.23,39.32,54.68
1.35,62.2,39.09,58.26
7.09,98.87,19.45,43.41
7.58,19.82,35.59,17.91
9.43,56.17,0.9,72.2
6.63,30.78,7.98,16.23
7.37,23.15,13.19,85.83
1.38,6.36,11.96,89.17
9.73,97.36,10.82,85.69
0.8,36.94,37.75,14.12
1.13,28.21,29.97,52.6
7.39,33.29,12.72,70.96
0.31,85.48,24.33,18.6
1.27,62.46,28.38,45.45
8.54,45.94,16.63,44.67
0.88,63.32,22.14,43.63
4.24,60.95,19.47,17.83
3.02,75.8,23.28,33.37
3.57,10.23,26.54,89.43
6.1,27.56,0.08,42.89
3.8,93.37,17.91,65.77
2.63,81.77,9.5,94.05
7.31,60.75,34.25,20.22
1.38,40.2,37.11,57.21
6.47,17.73,18.37,69.52
8.0,86.47,2.9,93.21
8.83,83.93,11.13,61.5
8.56,98.08,10.16,19.62
3.7,32.77,36.23,38.65
6.69,10.69,5.58,62.87
7.65,35.08,11.84,99.41
4.08,44.83,13.8,81.83
3.54,34.94,35.58,64.45
8.55,43.04,37.83,70.21
8.31,21.44,2.05,10.21
6.32,5.94,34.84,82.5
3.44,7.16,24.36,79.03
2.13,82.67,22.81,45.31
2.26,85.14,28.48,55.79
4.08,71.92,27.88,19.27
9.83,67.14,12.54,43.2
0.71,12.68,1.99,86.69
6.96,61.59,8.14,70.78
5.65,56.41,5.11,97.76
1.34,30.6,22.74,67.28
8.49,43.9,35.24,66.43
7.86,51.68,12.84,88.0
6.54,51.6,35.02,33.08
2.03,78.53,9.24,88.15
4.87,79.34,9.59,71.26
6.67,20.11,34.46,69.1
7.78,81.36,16.76,52.5
3.3,69.62,19.0,66.29
3.1,76.64,4.44,78.91
5.87,43.93,11.19,45.58
7.34,94.78,-0.0,78.03
0.69,69.9,38.81,23.3
0.35,79.94,14.31,38.62
1.81,90.87,23.15,93.97
1.88,51.7,34.64,40.6
2.02,53.67,3.63,55.06
4.01,17.1,18.4,35.62
2.64,10.63,13.23,62.92
5.6,72.08,22.8,92.55
1.42,17.75,30.73,65.27
9.2,52.46,0.33,12.25
9.52,78.57,1.19,73.99
7.06,90.65,32.46,50.59
9.97,65.26,1.02,67.49
8.92,94.21,8.63,73.92
2.34,80.81,29.28,44.03
7.27,86.04,3.11,57.92
1.28,71.96,19.12,10.12
7.23,40.88,7.4,95.15
8.3,80.58,15.95,73.67
8.49,44.64,38.83,89.17
6.83,11.46,6.45,22.07
5.18,50.15,22.19,93.76
3.95,62.56,33.3,88.32
2.85,42.19,18.32,75.84
3.73,58.72,34.69,13.98
8.21,53.83,4.43,29.33
2.97,52.17,19.49,59.19
1.23,77.47,12.79,95.44
4.29,52.97,27.84,19.1
4.58,63.17,16.61,18.16
1.63,14.67,37.12,88.26
7.04,23.57,8.56,17.71
5.07,48.06,4.18,49.91
5.49,48.55,17.85,44.37
6.55,83.25,31.28,45.29
4.16,82.52,27.97,90.72
1.49,90.85,28.17,48.14
1.96,17.14,5.42,78.26
3.73,34.1,8.28,74.98
3.24,33.94,35.7,73.06
8.08,46.65,8.19,89.78
0.49,27.02,19.32,22.73
8.98,29.54,25.91,68.78
9.41,28.88,13.54,97.69
1.92,88.01,31.19,17.59
9.53,21.24,31.67,29.39
2.46,76.27,2.23,26.89
8.88,50.47,38.86,99.52
7.2,71.1,6.42,59.12
3.43,48.0,1.06,91.35
0.82,16.16,32.91,36.02
3.29,9.5,29.51,77.7
3.95,76.26,23.21,78.57
4.0,14.54,35.82,35.7
9.18,33.94,6.54,94.07
0.68,29.11,12.41,15.46
9.89,82.67,4.64,17.6
4.93,76.76,14.84,43.32
9.11,12.08,29.56,45.51
4.8,44.1,39.14,94.78
5.29,93.72,2.62,57.07
0.21,99.79,2.26,11.92
0.23,24.74,30.82,41.77
9.46,65.84,18.06,96.05
9.33,95.62,29.41,22.53
1.76,9.83,37.09,79.25
3.31,54.59,39.3,16.67
2.71,17.27,31.73,70.52
8.96,94.55,21.55,43.64
4.77,57.85,36.36,74.1
4.32,50.02,7.29,66.37
9.23,6.82,22.41,30.97
7.18,27.27,10.52,20.12
7.49,94.71,39.57,70.63
2.33,97.21,21.27,96.49
8.5,37.28,14.02,91.29
9.06,18.02,32.83,72.69
9.35,36.85,28.44,31.63
9.33,55.45,39.57,70.2
2.37,70.29,28.68,36.13
6.0,95.03,19.75,48.43
9.05,76.14,9.39,79.63
7.66,8.97,15.45,14.51
6.1,7.07,37.25,63.77
9.78,62.2,14.34,14.46
7.74,46.1,6.1,29.63
0.45,22.76,1.93,66.61
4.63,25.52,24.38,14.85
8.89,46.45,31.62,65.67
8.04,44.18,20.38,64.96
9.27,19.22,1.94,71.39
8.9,35.01,4.56,46.02
5.7,20.42,32.94,48.62
4.35,19.96,28.67,72.31
1.65,21.08,28.64,18.26
2.53,91.34,23.19,51.98
1.62,76.57,37.37,13.87
9.2,24.57,10.77,64.83
5.06,10.45,4.31,61.49
4.92,84.37,7.59,66.84
1.91,15.77,29.03,60.68
3.97,39.59,6.16,30.05
2.19,64.81,15.39,30.84
3.18,31.64,16.88,32.29
8.74,80.39,30.43,77.08
0.85,34.01,14.23,71.84
1.65,92.6,39.38,35.05
8.89,25.36,23.25,88.84
1.47,44.46,26.85,35.93
4.45,99.52,38.89,27.4
4.76,31.41,34.64,64.49
4.33,45.25,36.26,48.7
5.15,43.11,36.5,97.84
1.75,7.8,23.93,60.05
2.57,23.15,2.61,68.88
8.33,27.92,24.46,45.26
7.86,60.06,0.84,74.7
5.34,37.44,23.59,73.17
2.09,13.04,38.24,49.71
6.87,8.12,17.82,75.33
3.9,55.5,35.88,42.41
6.42,86.7,9.46,15.28
6.68,24.8,11.68,73.63
3.53,75.73,18.0,27.95
3.69,50.66,37.82,49.39
7.44,42.41,24.65,72.68
5.16,57.32,22.31,45.38
1.36,29.88,19.66,85.33
2.41,26.8,13.89,36.6
9.32,40.56,7.41,72.27
3.81,98.28,27.45,19.53
6.38,27.84,28.23,53.92
7.61,40.7,37.18,36.11
2.36,82.98,13.13,39.52
2.02,85.39,14.24,58.23
6.7,73.3,17.04,54.53
7.77,98.24,3.77,96.4
2.63,31.58,16.51,28.25
0.55,45.46,9.8,12.9
6.86,97.44,6.43,18.85
8.9,51.71,15.78,35.48
7.36,98.26,8.24,62.23
3.88,65.15,23.46,27.35
1.21,86.9,15.25,39.16
1.39,39.08,14.08,81.38
4.59,53.56,15.92,73.57
6.61,82.45,26.56,71.94
0.14,49.6,25.1,80.28
2.93,8.94,23.79,39.48
0.64,42.78,5.29,16.13
4.64,80.03,23.88,61.23
9.51,23.56,14.8,29.64
9.76,63.27,18.46,86.74
4.65,74.73,22.82,77.81
8.36,65.3,30.8,93.9
1.57,8.64,26.15,97.19
2.84,69.55,20.7,22.96
7.69,87.77,18.21,46.16
5.59,29.05,33.3,59.98
5.47,17.96,37.01,66.8
2.99,76.41,2.71,41.4
2.62,24.32,10.41,48.6
6.19,99.97,38.03,54.72
2.08,37.57,17.42,31.9
1.2,83.07,25.55,91.68
6.68,76.49,39.31,10.76
6.72,12.75,27.31,38.21
2.99,58.03,20.37,15.73
3.86,93.87,10.69,74.48
9.49,79.17,12.54,55.63
0.29,81.13,0.62,31.81
7.39,41.48,27.74,47.11
6.83,80.59,37.89,71.87
3.05,40.43,6.07,91.96
0.26,67.36,27.42,61.08
2.32,78.92,23.34,28.95
5.67,63.14,34.12,76.1
0.6,57.61,37.79,47.96
7.8,84.25,10.0,42.4
7.75,8.1,26.62,80.55
4.09,30.92,23.41,67.53
8.75,83.96,27.38,34.17
8.72,57.2,5.96,35.91
3.59,37.21,30.75,54.86
7.44,29.66,2.39,81.06
6.95,70.72,23.19,59.61
8.69,67.05,32.15,80.93
6.66,53.26,22.75,32.49
2.3,18.92,6.38,42.37
7.36,89.12,9.58,96.72
2.33,91.21,13.59,91.5
9.45,31.25,38.29,60.3
3.14,36.12,6.96,62.68
9.87,30.59,23.25,68.13
8.72,97.09,36.57,37.76
3.69,70.94,13.48,29.15
4.02,63.15,19.59,68.54
6.69,97.6,16.13,95.39
9.99,52.92,34.74,45.79
9.29,50.94,38.36,35.61
6.33,46.88,14.61,69.6
3.61,59.9,22.9,29.52
3.33,70.86,13.23,53.13
4.98,72.73,26.57,13.83
0.65,73.63,15.02,43.94
5.51,40.38,25.89,57.1
4.14,31.25,2.85,69.91
0.39,32.57,8.14,31.0
9.01,90.09,17.78,84.76
8.27,54.61,31.66,43.85
8.27,62.04,16.1,74.93
2.88,28.11,12.14,54.12
2.36,81.22,6.22,12.16
1.51,75.79,28.79,30.09
2.99,18.68,39.97,97.46
4.74,76.52,25.47,14.12
7.72,53.23,34.58,61.8
0.31,17.96,39.99,55.17
8.37,19.04,28.58,44.52
0.14,28.02,9.04,21.32
7.84,65.27,19.15,29.48
5.4,68.51,11.93,75.44
8.45,19.95,30.92,49.84
3.4,90.68,25.59,18.3
5.0,34.81,29.05,95.17
3.04,16.86,19.42,57.41
5.21,66.11,19.33,34.24
3.53,75.03,21.14,79.32
0.48,34.62,21.88,73.81
5.44,25.7,10.81,98.53
5.05,25.86,18.54,30.9
1.53,73.8,25.48,21.77
3.35,72.57,11.35,88.65
3.1,97.5,19.94,47.64
1.87,66.13,9.02,23.87
0.51,89.13,34.79,22.83
6.04,44.88,30.3,58.12
3.73,78.64,21.32,64.35
8.63,31.51,23.91,67.24
5.15,34.28,1.13,18.96
1.99,50.49,17.22,22.79
0.79,87.36,14.08,37.61
7.88,18.25,1.66,24.49
7.9,35.4,18.07,89.5
7.04,69.54,21.31,58.62
2.54,37.37,11.1,17.16
0.79,37.34,29.84,56.2
0.83,63.13,11.01,51.35
4.33,76.1,30.13,72.46
4.63,67.41,5.21,97.85
7.69,66.4,5.38,72.49
5.45,30.05,6.23,53.24
8.87,39.43,28.33,51.44
4.44,91.81,25.24,43.24
1.81,72.35,25.9,83.59
8.89,35.53,9.57,34.91
5.92,15.2,29.9,39.88
9.68,75.23,13.92,37.62
4.85,43.14,30.51,73.91
1.8,34.88,22.5,59.13
2.99,58.06,2.59,58.98
6.83,19.46,19.62,68.51
7.67,34.25,6.64,50.01
4.87,38.36,1.66,94.64
5.86,8.58,15.53,29.28
6.84,44.8,13.51,75.11
6.18,43.26,5.04,57.77
5.01,91.71,16.64,16.45
5.71,96.32,10.55,13.65
5.39,44.94,12.34,92.04
6.52,44.4,26.0,78.78
7.7,86.56,21.5,44.01
7.36,96.14,34.54,11.48
7.53,40.62,33.7,68.5
9.95,67.24,35.31,81.12
8.85,97.76,24.33,28.31
7.09,6.63,2.92,52.1
7.57,94.92,30.3,65.5
3.88,6.88,21.93,49.94
9.62,26.31,27.87,47.33
7.8,55.05,20.01,54.33
7.64,53.3,33.11,84.75
2.46,48.82,31.01,66.83
9.82,84.05,38.48,17.03
1.73,6.12,28.39,20.3
7.45,11.3,16.33,50.73
4.52,63.86,39.59,86.25
6.46,95.52,8.75,30.6
0.19,64.87,1.45,79.2
5.18,14.28,26.96,23.35
2.9,73.44,18.94,27.66
5.49,57.47,25.31,22.69
0.71,44.26,20.14,72.76
9.72,10.55,14.12,78.1
3.0,8.31,15.21,34.81
7.08,68.75,30.74,85.9
4.03,79.08,6.15,51.03
9.02,8.92,36.85,22.23
5.31,17.37,9.44,29.79
3.13,60.77,37.99,41.0
7.95,70.4,30.5,93.23
7.19,98.54,35.24,68.76
5.65,12.84,39.34,52.28
1.62,89.76,4.17,20.03
6.59,51.07,23.69,67.49
5.07,52.67,23.97,98.18
4.2,10.75,18.35,34.29
2.41,63.74,7.04,33.27
7.13,23.54,19.26,75.87
8.05,68.82,23.57,49.98
8.33,11.97,37.47,96.38
3.69,44.55,29.48,71.41
0.48,68.75,38.69,49.74
9.35,29.64,29.05,72.28
6.94,30.14,2.92,22.73
5.51,26.02,16.8,80.98
2.34,87.81,16.51,43.59
4.38,50.41,24.19,76.05
6.29,7.6,15.98,79.2
0.25,41.76,1.93,75.04
9.54,49.87,4.32,27.26
8.76,57.04,4.9,35.82
6.07,29.15,27.55,82.72
8.39,6.47,27.34,47.91
7.29,22.44,8.54,56.28
5.51,30.47,23.44,18.81
8.27,57.29,20.31,52.4
8.09,49.51,0.91,38.38
5.59,8.93,38.14,14.5
6.66,56.37,14.06,28.65
2.17,35.48,30.17,63.04
6.17,13.69,19.37,75.61
4.28,22.55,4.67,29.66
7.64,20.49,38.94,39.33
0.75,77.34,22.59,32.59
9.19,23.8,13.2,77.71
6.49,88.13,39.75,89.02
5.03,36.33,22.99,26.03
1.49,47.04,13.8,19.94
2.17,30.99,17.9,36.23
4.11,89.72,27.84,72.49
0.8,48.44,3.49,73.5
8.19,16.42,3.95,80.75
6.37,73.41,29.46,38.89
7.44,99.71,12.33,53.71
5.08,12.42,23.08,88.76
4.28,33.78,13.6,77.76
2.42,74.98,18.04,46.16
9.59,25.11,35.32,58.08
7.02,48.54,2.12,99.68
0.75,70.93,22.26,72.44
1.67,42.03,1.05,49.71
8.33,59.58,25.17,36.77
0.42,12.81,12.78,19.05
9.01,88.18,37.46,81.53
9.56,80.06,38.17,55.27
4.84,57.09,21.36,65.11
6.11,47.4,15.21,13.25
6.99,87.67,18.51,88.69
4.24,10.33,19.76,10.39
0.68,81.47,5.75,98.78
0.45,58.22,4.61,56.91
6.57,50.34,26.67,32.04
1.12,5.54,4.17,67.59
8.37,51.97,23.87,37.71
1.11,37.78,21.77,26.84
6.06,14.66,14.92,79.71
3.47,93.83,4.56,85.24
9.3,97.02,19.62,74.56
4.61,76.17,26.76,92.12
2.55,65.25,21.37,28.75
8.13,72.65,25.91,59.58
1.62,91.03,37.44,33.25
2.72,49.05,19.51,64.22
4.27,15.86,38.7,89.05
2.87,32.95,38.42,28.21
8.92,87.0,31.35,90.26
5.74,79.37,32.38,69.99
6.57,69.82,16.92,75.27
9.99,27.05,1.54,23.11
0.33,55.12,23.04,83.57
9.92,6.66,7.36,43.95
2.82,14.85,26.55,77.78
1.77,44.46,31.56,58.11
0.49,23.5,29.98,28.57
4.41,96.66,2.56,16.77
0.67,93.15,36.35,50.11
5.79,60.44,24.6,88.24
2.12,61.65,10.43,20.53
9.49,76.8,39.08,93.94
7.19,35.0,17.13,93.64
7.49,79.11,24.76,85.27
3.33,45.78,14.34,43.47
6.67,55.37,31.27,23.8
8.8,46.56,11.45,63.97
1.69,70.12,0.1,10.65
9.97,65.42,9.32,44.69
8.24,8.29,11.77,38.84
8.5,37.02,22.97,45.95
4.26,97.73,39.97,78.85
3.05,36.83,33.37,89.07
7.9,95.35,16.78,99.02
4.56,38.01,24.67,81.56
3.98,58.51,18.21,27.51
1.77,19.83,22.05,99.86
8.32,17.0,34.12,69.26
5.11,25.13,27.96,11.6
7.04,12.07,22.46,21.43
4.7,73.74,20.2,77.7
4.56,5.09,23.93,81.62
5.61,58.68,14.21,41.43
6.15,5.66,27.79,40.08
1.49,83.29,4.75,60.84
3.51,96.21,22.2,48.37
0.55,24.68,19.09,88.21
6.24,53.57,15.73,29.52
5.94,18.4,31.36,62.94
0.98,69.8,3.35,27.0
8.98,55.94,10.64,47.68
2.04,46.69,11.81,66.65
5.1,43.57,7.75,84.98
4.0,33.54,0.23,78.64
0.53,13.78,4.07,36.02
3.25,87.01,2.58,40.73
1.61,91.8,3.06,45.05
8.94,49.73,30.68,66.82
1.3,77.34,29.46,64.74
9.48,99.2,4.08,33.08
2.92,33.27,16.87,85.94
6.9,22.42,36.24,50.29
4.16,35.59,38.1,56.87
1.03,85.86,29.31,63.45
7.08,43.5,10.56,96.34
5.93,63.66,27.89,77.61
5.52,65.98,23.07,10.41
4.82,89.22,32.84,26.34
8.45,38.16,35.72,29.37
5.12,74.73,25.61,44.05
3.31,7.44,39.73,20.91
8.47,31.66,5.67,40.9
5.23,33.32,26.24,94.39
5.68,69.59,32.04,67.21
7.65,15.02,13.15,78.06
8.64,83.54,26.67,18.21
9.14,19.9,10.94,65.33
6.67,36.82,13.87,68.64
1.42,71.13,14.51,78.75
1.23,95.43,36.24,18.25
9.38,20.8,37.72,33.11
8.13,56.25,9.27,35.64
0.91,55.56,35.23,44.61
1.67,54.25,7.55,73.73
3.33,54.75,1.53,11.75
2.98,29.7,38.83,34.05
4.21,73.94,15.92,70.26
2.21,46.67,35.81,93.57
9.95,43.97,21.76,60.13
4.17,8.24,34.73,26.01
2.75,76.15,14.86,20.31
7.12,21.57,23.62,12.48
2.39,94.74,31.25,74.62
7.27,26.33,33.96,49.5
1.93,69.18,38.85,88.03
7.72,84.65,32.78,34.24
8.72,80.22,34.22,44.69
5.44,66.76,17.52,40.97
0.1,78.82,31.05,15.85
6.4,63.09,15.8,19.18
0.6,29.8,10.73,32.69
0.9,93.25,17.36,50.9
6.26,57.06,15.29,16.52
1.2,93.81,18.45,28.5
5.97,17.66,2.6,15.14
2.21,23.39,15.09,95.76
5.69,39.5,22.71,66.05
4.02,82.35,3.84,24.08
9.83,14.48,8.85,22.9
8.1,39.89,27.06,38.4
8.04,12.19,7.79,90.52
9.04,71.15,38.0,37.15
3.66,69.15,4.7,24.63
2.46,19.87,31.9,20.86
5.7,13.02,23.41,38.16
4.3,42.77,22.82,10.34
0.39,98.91,3.82,24.33
5.42,68.03,12.49,41.5
4.3,41.98,26.95,85.19
1.74,75.09,10.68,69.06
7.59,78.17,5.22,89.2
9.45,74.61,16.62,20.44
3.2,56.57,32.62,51.13
9.37,72.79,36.36,35.24
8.81,98.58,20.35,36.23
4.52,41.57,29.69,47.52
6.11,77.69,31.78,36.07
4.18,9.96,34.47,95.8
0.51,22.02,37.55,51.78
1.93,28.85,1.14,26.73
7.17,34.7,31.87,76.93
1.27,33.19,14.53,56.72
7.76,22.77,31.93,92.55
3.68,6.87,5.05,62.36
5.39,70.28,32.95,88.48
0.3,80.11,12.37,75.06
6.24,67.42,7.95,27.58
6.49,98.32,3.12,63.6
6.38,14.34,7.74,35.67
8.32,95.75,0.04,48.97
0.51,28.22,29.34,71.17
9.29,25.2,17.8,24.02
7.66,86.79,16.87,52.73
2.19,28.08,29.59,89.49
9.6,77.34,8.38,98.85
4.43,60.47,7.35,13.68
6.44,38.95,6.93,51.94
4.16,79.02,30.62,24.24
4.09,99.32,18.09,20.66
6.81,69.07,16.03,47.28
0.21,99.37,7.18,80.38
8.76,98.4,5.47,62.63
3.04,58.94,29.39,22.19
9.9,95.48,19.95,94.53
8.55,25.98,37.23,91.79
5.7,12.71,2.83,46.12
5.5,90.2,29.96,90.28
4.33,36.73,6.79,41.65
1.46,37.39,2.71,84.64
5.63,47.03,38.25,50.59
3.85,22.83,8.84,12.12
1.06,71.53,2.43,62.74
2.82,32.23,2.82,58.74
3.21,92.72,31.71,21.99
1.37,19.28,1.23,25.01
2.8,19.63,31.27,12.03
4.32,94.77,39.02,57.24
5.28,18.41,2.72,47.11
4.46,28.34,30.91,94.07
1.45,41.04,30.27,59.69
0.48,23.1,11.71,46.19
6.44,21.13,29.24,19.32
0.52,8.33,22.48,24.48
8.64,97.77,10.25,46.21
0.7,39.41,13.1,64.67
2.5,90.68,35.79,18.08
5.25,95.16,13.35,86.75
9.34,61.72,39.31,84.78
6.54,21.65,32.12,53.91
2.67,8.26,38.91,59.4
2.95,13.45,4.88,19.98
1.77,5.15,34.9,18.24
3.88,19.59,34.11,32.63
0.53,6.87,40.0,94.25
2.54,24.26,24.54,62.49
3.31,72.66,18.05,51.31
1.8,95.02,33.22,86.2
6.78,38.13,13.94,22.6
7.59,81.83,18.63,66.35
0.66,68.74,3.33,54.3
1.31,40.87,3.32,79.07
3.51,80.3,38.76,13.43
7.99,21.4,9.51,89.16
0.65,6.27,26.9,58.31
3.76,88.42,25.95,46.39
2.84,31.53,21.13,95.26
5.98,50.08,14.3,52.16
1.98,16.77,15.29,89.79
4.77,79.09,23.98,16.37
1.38,90.93,18.71,23.37
7.32,82.56,3.27,76.75
8.37,27.46,9.5,72.7
0.87,69.43,34.33,91.24
0.77,30.06,4.49,61.25
8.38,91.83,5.66,57.56
2.94,16.17,5.2,37.12
1.46,45.82,19.47,51.43
2.73,28.78,29.28,95.28
7.35,82.1,24.76,78.05
9.09,11.73,13.03,73.84
6.07,6.28,26.76,54.6
7.4,92.37,30.33,11.56
5.26,7.71,35.67,43.8
2.69,39.19,25.75,13.02
6.32,33.59,32.64,68.98
2.71,45.95,3.46,22.82
5.64,15.84,6.73,45.13
1.89,70.21,13.53,25.34
4.68,62.59,19.72,54.69
4.58,55.63,5.08,47.48
8.82,76.72,3.41,61.58
9.19,25.69,3.18,12.1
4.57,24.49,16.94,50.71
4.98,73.82,9.29,91.53
7.42,42.75,15.0,44.91
3.94,85.98,4.65,44.61
4.81,46.01,16.18,28.52
6.87,34.78,27.87,86.45
6.66,49.73,35.15,35.54
5.87,38.27,39.46,13.06
7.16,65.37,24.89,37.41
4.71,65.85,33.83,76.88
8.95,60.51,15.43,57.82
8.71,30.48,11.85,28.67
5.78,83.16,27.14,12.88
4.09,84.73,26.33,94.7
3.9,56.62,0.29,50.94
4.5,29.37,13.41,93.79
2.08,44.18,21.93,10.62
5.6,21.44,17.53,43.54
8.69,24.7,24.58,63.9
0.5,53.06,14.52,41.51
6.87,38.38,36.57,66.43
1.95,36.43,37.2,14.04
6.77,79.52,38.22,20.56
7.67,13.57,12.5,89.2
8.53,86.96,2.66,57.75
3.25,53.63,33.69,74.79
6.21,77.08,34.97,42.08
0.65,41.19,5.98,15.71
9.38,79.35,29.47,57.73
5.68,31.55,36.45,93.4
6.8,70.95,14.75,98.09
5.01,5.37,2.58,90.68
7.55,81.44,39.75,61.47
5.9,60.84,6.83,81.33
8.78,58.41,10.26,47.66
4.86,51.47,20.37,83.48
1.76,38.89,22.5,34.88
3.51,37.37,22.05,93.05
3.76,28.83,25.8,57.38
2.98,17.77,13.64,76.63
6.09,97.16,17.06,74.13
4.97,66.44,36.3,52.56
1.69,16.11,8.08,62.09
4.13,43.99,33.88,42.82
2.16,72.31,24.34,73.39
3.83,8.13,2.98,89.56
8.28,9.6,6.75,48.28
3.13,17.95,38.59,93.74
0.65,45.03,35.0,13.21
7.98,76.87,36.77,83.32
6.23,16.5,28.3,34.07
7.53,26.17,12.84,37.68
4.7,20.5,6.35,42.63
9.99,82.08,28.43,29.77
6.4,89.45,5.84,53.56
4.01,52.46,29.1,14.89
9.8,54.1,5.74,37.07
1.98,27.27,8.41,27.65
7.22,7.61,11.25,39.04
3.76,85.75,13.61,17.12
6.49,72.0,31.39,50.91
1.45,48.36,29.08,22.48
7.29,89.45,5.51,66.63
4.79,8.44,37.68,12.82
3.02,20.62,1.18,69.83
4.78,15.31,7.02,15.59
2.4,51.01,26.76,28.28
2.2,83.1,26.22,50.4
5.6,69.34,37.61,89.69
6.57,27.07,5.28,80.48
8.47,54.97,10.78,95.64
2.31,60.13,25.93,18.75
2.36,79.64,26.88,96.27
3.35,63.55,11.02,56.35
1.47,31.75,39.97,24.42
7.08,90.37,39.61,90.48
8.02,22.2,21.6,45.88
0.32,64.59,23.09,73.97
5.41,82.06,22.25,26.2
7.07,15.9,1.04,50.76
5.63,18.05,18.68,91.87
4.49,92.9,39.22,34.99
0.45,20.4,33.49,50.6
0.77,48.33,5.05,59.17
8.03,95.69,11.32,16.5
1.58,67.44,18.35,94.65
5.37,23.48,16.45,38.63
9.6,84.13,4.69,60.12
7.13,28.12,6.77,84.88
0.16,61.33,10.66,82.07
0.95,16.59,28.08,96.47
6.4,69.26,38.87,43.1
7.81,37.45,29.83,25.81
4.4,15.88,2.78,36.87
8.3,57.87,33.56,33.72
4.47,93.24,2.44,49.78
0.43,50.27,29.71,17.0
0.68,63.5,19.27,63.07
4.07,82.99,16.05,77.95
0.23,13.7,6.96,10.64
6.88,14.79,22.17,29.38
1.88,28.12,33.46,55.87
1.55,32.62,0.56,10.83
9.4,62.84,10.18,97.62
6.97,89.58,26.12,87.64
6.6,35.39,25.77,36.11
8.8,33.67,18.6,42.02
1.93,35.04,0.11,12.84
4.46,81.1,1.41,83.34
7.32,54.02,29.52,17.06
6.01,93.22,33.07,35.32
4.6,93.9,26.66,79.68
8.3,87.05,32.63,54.13
6.2,95.1,29.68,62.32
7.16,54.36,17.32,69.62
1.44,55.85,35.24,87.17
2.73,76.14,9.5,93.24
1.18,56.97,33.36,85.76
6.4,80.35,8.94,21.03
7.53,60.67,33.5,49.18
7.75,23.67,33.06,56.89
6.99,44.42,5.42,27.04
6.35,56.38,32.5,22.97
8.38,96.58,11.61,78.35
1.64,7.3,12.15,21.18
1.81,29.95,34.3,34.9
4.16,75.21,35.56,65.45
3.72,33.63,31.71,14.8
1.83,99.42,7.5,10.24
9.01,29.57,21.06,34.05
4.61,48.81,20.9,75.24
2.38,45.82,19.5,55.14
7.1,68.49,13.91,30.46
4.32,34.18,21.35,24.09
1.52,8.73,38.66,15.67
2.14,93.7,35.28,88.7
6.67,23.34,14.04,52.36
4.83,36.1,12.09,76.27
9.91,9.56,18.05,74.49
10.0,90.21,6.54,90.09
1.47,39.6,26.09,21.45
7.65,17.2,6.55,69.52
6.99,89.03,1.01,49.39
3.0,38.2,23.37,15.41
0.56,67.31,6.8,48.72
8.65,84.29,31.56,67.34
3.85,7.93,5.76,56.59
4.89,34.63,32.12,51.5
3.82,83.56,35.38,63.48
3.13,65.84,28.3,63.86
1.77,34.73,5.69,25.84
4.55,52.83,27.67,63.67
4.52,28.33,11.54,11.52
2.27,47.97,25.24,62.4
8.36,92.89,29.88,50.73
3.22,24.92,0.84,37.71
8.08,96.72,37.88,39.04
